分支,原始行号,范围,中文,ID,名称状态,来源
03 非暴击混合防御,80,公共,闪避和能量护盾,evasion_and_energy_shield9_,DSH词典待复核,
03 非暴击混合防御,81,公共,超脱实体,evasion_and_energy_shield14,DSH词典待复核,
03 非暴击混合防御,82,公共,属性,attributes28,DSH词典待复核,
03 非暴击混合防御,83,公共,属性,intelligence7,DSH词典待复核,
03 非暴击混合防御,84,公共,攻击伤害,attack22,DSH词典待复核,
03 非暴击混合防御,85,公共,攻击伤害,attack24,DSH词典待复核,
03 非暴击混合防御,86,公共,杀手本能,attack27,DSH词典待复核,
03 非暴击混合防御,87,公共,珠宝插槽,jewel_slot1961,DSH词典待复核,
03 非暴击混合防御,88,公共,闪避和能量护盾,evasion_and_energy_shield24,DSH词典待复核,
03 非暴击混合防御,89,公共,闪避和能量护盾,evasion_and_energy_shield23,DSH词典待复核,
03 非暴击混合防御,90,公共,诡计面纱,evasion_and_energy_shield25,简体资料有来源,https://poe2db.tw/cn/Subterfuge_Mask
03 非暴击混合防御,91,公共,对近期击中的闪避值,attack_speed59,DSH词典待复核,
03 非暴击混合防御,92,公共,闪避,azmerianimals38,DSH词典待复核,
03 非暴击混合防御,93,公共,偏转,azmerianimals40,DSH词典待复核,
03 非暴击混合防御,94,公共,偏转,azmerianimals41,DSH词典待复核,
03 非暴击混合防御,95,公共,荒野之豹,azmerianimals42,简体资料有来源,https://poe2db.tw/cn/The_Wild_Cat
03 非暴击混合防御,96,武器组1,攻击伤害,attack41__,DSH词典待复核,
03 非暴击混合防御,97,武器组1,攻击伤害,attack42,DSH词典待复核,
03 非暴击混合防御,98,武器组1,攻击伤害,attack43,DSH词典待复核,
03 非暴击混合防御,99,武器组1,连续攻击,attack45,DSH词典待复核,
03 非暴击混合防御,100,武器组1,攻击伤害,attack13_,DSH词典待复核,
03 非暴击混合防御,101,武器组1,攻击伤害,attack14,DSH词典待复核,
03 非暴击混合防御,102,武器组1,致盲打击,attack16,DSH词典待复核,
03 非暴击混合防御,103,武器组1,冰霜穿透,cold_penetration6,DSH词典待复核,
03 非暴击混合防御,104,武器组1,冰霜穿透,cold_penetration1,DSH词典待复核,
03 非暴击混合防御,105,武器组1,冰霜穿透,cold_penetration7,DSH词典待复核,
03 非暴击混合防御,106,武器组1,破雪者,cold_penetration24,DSH词典待复核,
03 非暴击混合防御,107,武器组1,瘫痪打击,attack5,DSH词典待复核,
03 非暴击混合防御,108,武器组1,捷伤害,heralds12_,DSH词典待复核,
03 非暴击混合防御,109,武器组1,捷伤害,heralds10,DSH词典待复核,
03 非暴击混合防御,110,武器组1,灾难使者,heralds16_,DSH词典待复核,
03 非暴击混合防御,111,武器组1,额外箭矢几率,bow19,DSH词典待复核,
03 非暴击混合防御,112,武器组1,额外箭矢几率,bow20,DSH词典待复核,
03 非暴击混合防御,113,武器组1,额外箭矢几率,bow21,DSH词典待复核,
03 非暴击混合防御,114,武器组1,巧手连射,bow23,DSH词典待复核,
03 非暴击混合防御,115,武器组1,攻击伤害,attack35,DSH词典待复核,
03 非暴击混合防御,116,武器组1,攻击伤害,attack36,DSH词典待复核,
03 非暴击混合防御,117,武器组1,元素攻击伤害,elemental54,DSH词典待复核,
03 非暴击混合防御,118,武器组1,元素攻击伤害,elemental55,DSH词典待复核,
03 非暴击混合防御,119,武器组1,原始裂解,elemental56,DSH词典待复核,
03 非暴击混合防御,120,武器组2,属性,dexterity81,DSH词典待复核,
03 非暴击混合防御,121,武器组2,属性,attributes9,DSH词典待复核,
03 非暴击混合防御,122,武器组2,印记效果,marks16,DSH词典待复核,
03 非暴击混合防御,123,武器组2,印记效果,marks5_,DSH词典待复核,
03 非暴击混合防御,124,武器组2,印记持续时间,marks15,DSH词典待复核,
03 非暴击混合防御,125,武器组2,弊病印记,marks12,DSH词典待复核,
03 非暴击混合防御,126,武器组2,印记使用速度,marks8,DSH词典待复核,
03 非暴击混合防御,127,武器组2,印记持续时间,marks13,DSH词典待复核,
03 非暴击混合防御,128,武器组2,标记敏捷,marks17,DSH词典待复核,
03 非暴击混合防御,129,武器组2,感电效果,shock3,DSH词典待复核,
03 非暴击混合防御,130,武器组2,感电效果,shock4,DSH词典待复核,
03 非暴击混合防御,131,武器组2,感电效果,shock15,DSH词典待复核,
03 非暴击混合防御,132,武器组2,疲乏,shock6,DSH词典待复核,
03 非暴击混合防御,133,武器组2,属性,dexterity85_,DSH词典待复核,
03 非暴击混合防御,134,武器组2,属性,dexterity57,DSH词典待复核,
03 非暴击混合防御,135,武器组2,属性,attributes74,DSH词典待复核,
03 非暴击混合防御,136,武器组2,属性,dexterity58,DSH词典待复核,
03 非暴击混合防御,137,武器组2,印记使用速度,marks32,DSH词典待复核,
03 非暴击混合防御,138,武器组2,印记效果和致盲效果,marks29,DSH词典待复核,
03 非暴击混合防御,139,武器组2,印记效果和致盲几率,marks30,DSH词典待复核,
03 非暴击混合防御,140,武器组2,敏捷,azmerianimals47,DSH词典待复核,
03 非暴击混合防御,141,武器组2,异常状态强度,azmerianimals43,DSH词典待复核,
03 非暴击混合防御,142,武器组2,异常状态强度,azmerianimals44,DSH词典待复核,
03 非暴击混合防御,143,武器组2,显贵头狼,azmerianimals48,DSH词典待复核,
03 非暴击混合防御,144,升华,锐眼,AscendancyRanger1Start,简体资料有来源,https://poe2db.tw/cn/Deadeye
03 非暴击混合防御,145,升华,投射物速度,AscendancyRanger1Small2,DSH词典待复核,
03 非暴击混合防御,146,升华,投射物近距离专精,AscendancyRanger1Notable2_Choice,简体资料有来源,https://poe2db.tw/cn/Projectile_Proximity_Specialisation
03 非暴击混合防御,147,升华,投射物速度,AscendancyRanger1Small1__,DSH词典待复核,
03 非暴击混合防御,148,升华,无限弹药,AscendancyRanger1Notable1,简体资料有来源,https://poe2db.tw/cn/Endless_Munitions
03 非暴击混合防御,149,升华,零点射击,AscendancyRanger1Notable2_2,简体资料有来源,https://poe2db.tw/cn/Point_Blank
03 非暴击混合防御,150,升华,技能速度,AscendancyRanger1Small3,DSH词典待复核,
03 非暴击混合防御,151,升华,聚风,AscendancyRanger1Notable3,简体资料有来源,https://poe2db.tw/cn/Gathering_Winds
03 非暴击混合防御,152,升华,投射物伤害,AscendancyRanger1Small8,DSH词典待复核,
03 非暴击混合防御,153,升华,蜃影神射,AscendancyRanger1Notable4,简体资料有来源,https://poe2db.tw/cn/Mirage_Deadeye
03 非暴击混合防御,154,公共,属性,dexterity85_,DSH词典待复核,
03 非暴击混合防御,155,公共,属性,dexterity57,DSH词典待复核,
03 非暴击混合防御,156,公共,属性,attributes74,DSH词典待复核,
04 暴击混合防御 · 保留狙击,1,公共,投射物伤害,projectiles15,DSH词典待复核,
04 暴击混合防御 · 保留狙击,2,公共,投射物伤害,projectiles22,DSH词典待复核,
04 暴击混合防御 · 保留狙击,3,公共,投射物伤害,projectiles8,DSH词典待复核,
04 暴击混合防御 · 保留狙击,4,公共,投射物伤害,projectiles14,DSH词典待复核,
04 暴击混合防御 · 保留狙击,5,公共,娴熟本能,ranger_huntress_notable2,简体资料有来源,https://poe2db.tw/cn/Honed_Instincts
04 暴击混合防御 · 保留狙击,6,公共,属性,dexterity19,DSH词典待复核,
04 暴击混合防御 · 保留狙击,7,公共,属性,dexterity20,DSH词典待复核,
04 暴击混合防御 · 保留狙击,8,公共,属性,attributes29,DSH词典待复核,
04 暴击混合防御 · 保留狙击,9,公共,属性,dexterity34,DSH词典待复核,
04 暴击混合防御 · 保留狙击,10,公共,属性,dexterity6,DSH词典待复核,
04 暴击混合防御 · 保留狙击,11,公共,迷踪步履,shadow_monk_notable2,简体资料有来源,https://poe2db.tw/cn/Step_Like_Mist
04 暴击混合防御 · 保留狙击,12,公共,闪避和能量护盾,evasion_and_energy_shield27,DSH词典待复核,
04 暴击混合防御 · 保留狙击,13,公共,机警感知,evasion_and_energy_shield35_,DSH词典待复核,
04 暴击混合防御 · 保留狙击,14,公共,闪避和能量护盾,evasion_and_energy_shield26,DSH词典待复核,
04 暴击混合防御 · 保留狙击,15,公共,势如流水,shadow_monk_notable1,简体资料有来源,https://poe2db.tw/cn/Flow_Like_Water
04 暴击混合防御 · 保留狙击,16,公共,闪避,evasion17_,DSH词典待复核,
04 暴击混合防御 · 保留狙击,17,公共,动如脱兔,evasion31,DSH词典待复核,
04 暴击混合防御 · 保留狙击,18,公共,珠宝插槽,jewel_slot1960,DSH词典待复核,
04 暴击混合防御 · 保留狙击,19,公共,属性,dexterity12_,DSH词典待复核,
04 暴击混合防御 · 保留狙击,20,公共,元素攻击伤害,elemental_attacks6,DSH词典待复核,
04 暴击混合防御 · 保留狙击,21,公共,催化反应,elemental_attacks8,DSH词典待复核,
04 暴击混合防御 · 保留狙击,22,公共,属性,dexterity54,DSH词典待复核,
04 暴击混合防御 · 保留狙击,23,公共,攻击伤害,attack6,DSH词典待复核,
04 暴击混合防御 · 保留狙击,24,公共,攻击伤害和移动速度,attack2,DSH词典待复核,
04 暴击混合防御 · 保留狙击,25,公共,属性,dexterity55,DSH词典待复核,
04 暴击混合防御 · 保留狙击,26,公共,属性,dexterity82_,DSH词典待复核,
04 暴击混合防御 · 保留狙击,27,公共,技能速度,movement_speed5,DSH词典待复核,
04 暴击混合防御 · 保留狙击,28,公共,技能速度,movement_speed4,DSH词典待复核,
04 暴击混合防御 · 保留狙击,29,公共,加速,movement_speed9,DSH词典待复核,
04 暴击混合防御 · 保留狙击,30,公共,属性,dexterity52,DSH词典待复核,
04 暴击混合防御 · 保留狙击,31,公共,属性,dexterity51,DSH词典待复核,
04 暴击混合防御 · 保留狙击,32,公共,属性,attributes10,DSH词典待复核,
04 暴击混合防御 · 保留狙击,33,公共,属性,dexterity50,DSH词典待复核,
04 暴击混合防御 · 保留狙击,34,公共,珠宝插槽,jewel_slot1976,DSH词典待复核,
04 暴击混合防御 · 保留狙击,35,公共,闪避和能量护盾,evasion_and_energy_shield17,DSH词典待复核,
04 暴击混合防御 · 保留狙击,36,公共,光芒万丈,evasion_and_energy_shield15,DSH词典待复核,
04 暴击混合防御 · 保留狙击,37,公共,属性,attributes28,DSH词典待复核,
04 暴击混合防御 · 保留狙击,38,公共,属性,intelligence7,DSH词典待复核,
04 暴击混合防御 · 保留狙击,39,公共,珠宝插槽,jewel_slot1961,DSH词典待复核,
04 暴击混合防御 · 保留狙击,40,公共,闪避,azmerianimals38,DSH词典待复核,
04 暴击混合防御 · 保留狙击,41,公共,偏转,azmerianimals40,DSH词典待复核,
04 暴击混合防御 · 保留狙击,42,公共,偏转,azmerianimals41,DSH词典待复核,
04 暴击混合防御 · 保留狙击,43,公共,荒野之豹,azmerianimals42,简体资料有来源,https://poe2db.tw/cn/The_Wild_Cat
04 暴击混合防御 · 保留狙击,44,公共,暴击率,criticals11,DSH词典待复核,
04 暴击混合防御 · 保留狙击,45,公共,溅水白浪,criticals3,DSH词典待复核,
04 暴击混合防御 · 保留狙击,46,公共,暴击率,criticals12,DSH词典待复核,
04 暴击混合防御 · 保留狙击,47,公共,属性,intelligence10,DSH词典待复核,
04 暴击混合防御 · 保留狙击,48,公共,属性,intelligence66,DSH词典待复核,
04 暴击混合防御 · 保留狙击,49,公共,暴击伤害,criticals10,DSH词典待复核,
04 暴击混合防御 · 保留狙击,50,公共,暴击率,criticals17,DSH词典待复核,
04 暴击混合防御 · 保留狙击,51,公共,真实之击,criticals28,DSH词典待复核,
04 暴击混合防御 · 保留狙击,52,公共,暴击伤害,criticals45,DSH词典待复核,
04 暴击混合防御 · 保留狙击,53,公共,直取咽喉,criticals29,DSH词典待复核,
04 暴击混合防御 · 保留狙击,54,公共,暴击伤害,criticals52,DSH词典待复核,
04 暴击混合防御 · 保留狙击,55,公共,心伤,criticals54_,DSH词典待复核,
04 暴击混合防御 · 保留狙击,56,公共,攻击暴击伤害,criticals57_,DSH词典待复核,
04 暴击混合防御 · 保留狙击,57,公共,穿身而过,criticals55_,DSH词典待复核,
04 暴击混合防御 · 保留狙击,58,公共,攻击暴击率,criticals59,DSH词典待复核,
04 暴击混合防御 · 保留狙击,59,公共,心悸,criticals53,简体资料有来源,https://poe2db.tw/cn/Heartstopping
04 暴击混合防御 · 保留狙击,60,公共,属性,attributes27,DSH词典待复核,
04 暴击混合防御 · 保留狙击,61,公共,对恍惚敌人的伤害和暴击,daze_3,DSH词典待复核,
04 暴击混合防御 · 保留狙击,62,公共,对恍惚敌人的暴击,daze_7,DSH词典待复核,
04 暴击混合防御 · 保留狙击,63,公共,晕眩击中,daze_19,简体资料有来源,https://poe2db.tw/cn/Dizzying_Hits
04 暴击混合防御 · 保留狙击,64,公共,对恍惚敌人的伤害,daze_4,DSH词典待复核,
04 暴击混合防御 · 保留狙击,65,公共,茫然无措,daze_2,DSH词典待复核,
04 暴击混合防御 · 保留狙击,66,公共,弓类伤害,bow5,DSH词典待复核,
04 暴击混合防御 · 保留狙击,67,公共,异常状态几率,exploiting_elemental_ailments8,DSH词典待复核,
04 暴击混合防御 · 保留狙击,68,公共,恶毒创伤,exploiting_elemental_ailments10,DSH词典待复核,
04 暴击混合防御 · 保留狙击,69,公共,异常状态几率,exploiting_elemental_ailments9_,DSH词典待复核,
04 暴击混合防御 · 保留狙击,70,公共,属性,dexterity5,DSH词典待复核,
04 暴击混合防御 · 保留狙击,71,公共,属性,dexterity10,DSH词典待复核,
04 暴击混合防御 · 保留狙击,72,公共,属性,dexterity36,DSH词典待复核,
04 暴击混合防御 · 保留狙击,73,公共,属性,dexterity38,DSH词典待复核,
04 暴击混合防御 · 保留狙击,74,公共,属性,dexterity39,DSH词典待复核,
04 暴击混合防御 · 保留狙击,75,公共,属性,dexterity11,DSH词典待复核,
04 暴击混合防御 · 保留狙击,76,公共,属性,dexterity40,DSH词典待复核,
04 暴击混合防御 · 保留狙击,77,公共,闪避和能量护盾,evasion_and_energy_shield24,DSH词典待复核,
04 暴击混合防御 · 保留狙击,78,公共,闪避和能量护盾,evasion_and_energy_shield23,DSH词典待复核,
04 暴击混合防御 · 保留狙击,79,公共,诡计面纱,evasion_and_energy_shield25,简体资料有来源,https://poe2db.tw/cn/Subterfuge_Mask
04 暴击混合防御 · 保留狙击,80,公共,攻击伤害,attack13_,DSH词典待复核,
04 暴击混合防御 · 保留狙击,81,公共,攻击伤害,attack14,DSH词典待复核,
04 暴击混合防御 · 保留狙击,82,公共,攻击伤害和速度,attack51,DSH词典待复核,
04 暴击混合防御 · 保留狙击,83,公共,攻击伤害,attack50,DSH词典待复核,
04 暴击混合防御 · 保留狙击,84,公共,吸收之力,attack46,DSH词典待复核,
04 暴击混合防御 · 保留狙击,85,公共,暴击率,criticals56,DSH词典待复核,
04 暴击混合防御 · 保留狙击,86,公共,属性,intelligence25,DSH词典待复核,
04 暴击混合防御 · 保留狙击,87,公共,属性,dexterity9,DSH词典待复核,
04 暴击混合防御 · 保留狙击,88,公共,闪避和能量护盾,evasion_and_energy_shield5,DSH词典待复核,
04 暴击混合防御 · 保留狙击,89,公共,闪避和能量护盾,evasion_and_energy_shield8,DSH词典待复核,
04 暴击混合防御 · 保留狙击,90,公共,闪避和能量护盾,evasion_and_energy_shield22,DSH词典待复核,
04 暴击混合防御 · 保留狙击,91,公共,魂灵结界,evasion_and_energy_shield11,DSH词典待复核,
04 暴击混合防御 · 保留狙击,92,公共,冻结积蓄,cold28,DSH词典待复核,
04 暴击混合防御 · 保留狙击,93,公共,群山的精华,cold39__,DSH词典待复核,
04 暴击混合防御 · 保留狙击,94,武器组1,瘫痪打击,attack5,DSH词典待复核,
04 暴击混合防御 · 保留狙击,95,武器组1,捷伤害,heralds12_,DSH词典待复核,
04 暴击混合防御 · 保留狙击,96,武器组1,捷伤害,heralds10,DSH词典待复核,
04 暴击混合防御 · 保留狙击,97,武器组1,灾难使者,heralds16_,DSH词典待复核,
04 暴击混合防御 · 保留狙击,98,武器组1,暴击伤害,criticals43_,DSH词典待复核,
04 暴击混合防御 · 保留狙击,99,武器组1,暴击率,criticals41,DSH词典待复核,
04 暴击混合防御 · 保留狙击,100,武器组1,求真时刻,criticals38_,DSH词典待复核,
04 暴击混合防御 · 保留狙击,101,武器组1,暴击率,criticals13,DSH词典待复核,
04 暴击混合防御 · 保留狙击,102,武器组1,暴击伤害,criticals18,DSH词典待复核,
04 暴击混合防御 · 保留狙击,103,武器组1,夺命力量,criticals50,DSH词典待复核,
04 暴击混合防御 · 保留狙击,104,武器组1,攻击伤害,attack22,DSH词典待复核,
04 暴击混合防御 · 保留狙击,105,武器组1,攻击伤害,attack24,DSH词典待复核,
04 暴击混合防御 · 保留狙击,106,武器组1,杀手本能,attack27,DSH词典待复核,
04 暴击混合防御 · 保留狙击,107,武器组1,元素伤害与冻结积蓄,elemental27,DSH词典待复核,
04 暴击混合防御 · 保留狙击,108,武器组1,元素伤害与冻结积蓄,elemental26,DSH词典待复核,
04 暴击混合防御 · 保留狙击,109,武器组1,元素伤害与冻结积蓄,elemental16,DSH词典待复核,
04 暴击混合防御 · 保留狙击,110,武器组1,驾驭元素,elemental32,DSH词典待复核,
04 暴击混合防御 · 保留狙击,111,武器组1,弓类暴击伤害,bow9,DSH词典待复核,
04 暴击混合防御 · 保留狙击,112,武器组1,狙击手,bow14,DSH词典待复核,
04 暴击混合防御 · 保留狙击,113,武器组1,冰霜穿透,cold_penetration6,DSH词典待复核,
04 暴击混合防御 · 保留狙击,114,武器组1,冰霜穿透,cold_penetration1,DSH词典待复核,
04 暴击混合防御 · 保留狙击,115,武器组1,冰霜穿透,cold_penetration7,DSH词典待复核,
04 暴击混合防御 · 保留狙击,116,武器组1,破雪者,cold_penetration24,DSH词典待复核,
04 暴击混合防御 · 保留狙击,117,武器组1,致盲打击,attack16,DSH词典待复核,
04 暴击混合防御 · 保留狙击,118,武器组2,属性,dexterity81,DSH词典待复核,
04 暴击混合防御 · 保留狙击,119,武器组2,属性,attributes9,DSH词典待复核,
04 暴击混合防御 · 保留狙击,120,武器组2,印记效果,marks16,DSH词典待复核,
04 暴击混合防御 · 保留狙击,121,武器组2,印记效果,marks5_,DSH词典待复核,
04 暴击混合防御 · 保留狙击,122,武器组2,印记持续时间,marks15,DSH词典待复核,
04 暴击混合防御 · 保留狙击,123,武器组2,弊病印记,marks12,DSH词典待复核,
04 暴击混合防御 · 保留狙击,124,武器组2,印记使用速度,marks8,DSH词典待复核,
04 暴击混合防御 · 保留狙击,125,武器组2,印记持续时间,marks13,DSH词典待复核,
04 暴击混合防御 · 保留狙击,126,武器组2,标记敏捷,marks17,DSH词典待复核,
04 暴击混合防御 · 保留狙击,127,武器组2,感电效果,shock3,DSH词典待复核,
04 暴击混合防御 · 保留狙击,128,武器组2,感电效果,shock4,DSH词典待复核,
04 暴击混合防御 · 保留狙击,129,武器组2,感电效果,shock15,DSH词典待复核,
04 暴击混合防御 · 保留狙击,130,武器组2,疲乏,shock6,DSH词典待复核,
04 暴击混合防御 · 保留狙击,131,武器组2,属性,dexterity85_,DSH词典待复核,
04 暴击混合防御 · 保留狙击,132,武器组2,属性,dexterity57,DSH词典待复核,
04 暴击混合防御 · 保留狙击,133,武器组2,属性,attributes74,DSH词典待复核,
04 暴击混合防御 · 保留狙击,134,武器组2,属性,dexterity58,DSH词典待复核,
04 暴击混合防御 · 保留狙击,135,武器组2,印记使用速度,marks32,DSH词典待复核,
04 暴击混合防御 · 保留狙击,136,武器组2,印记效果和致盲效果,marks29,DSH词典待复核,
04 暴击混合防御 · 保留狙击,137,武器组2,印记效果和致盲几率,marks30,DSH词典待复核,
04 暴击混合防御 · 保留狙击,138,武器组2,敏捷,azmerianimals47,DSH词典待复核,
04 暴击混合防御 · 保留狙击,139,武器组2,异常状态强度,azmerianimals43,DSH词典待复核,
04 暴击混合防御 · 保留狙击,140,武器组2,异常状态强度,azmerianimals44,DSH词典待复核,
04 暴击混合防御 · 保留狙击,141,武器组2,显贵头狼,azmerianimals48,DSH词典待复核,
04 暴击混合防御 · 保留狙击,142,升华,锐眼,AscendancyRanger1Start,简体资料有来源,https://poe2db.tw/cn/Deadeye
04 暴击混合防御 · 保留狙击,143,升华,投射物速度,AscendancyRanger1Small2,DSH词典待复核,
04 暴击混合防御 · 保留狙击,144,升华,投射物近距离专精,AscendancyRanger1Notable2_Choice,简体资料有来源,https://poe2db.tw/cn/Projectile_Proximity_Specialisation
04 暴击混合防御 · 保留狙击,145,升华,投射物速度,AscendancyRanger1Small1__,DSH词典待复核,
04 暴击混合防御 · 保留狙击,146,升华,无限弹药,AscendancyRanger1Notable1,简体资料有来源,https://poe2db.tw/cn/Endless_Munitions
04 暴击混合防御 · 保留狙击,147,升华,零点射击,AscendancyRanger1Notable2_2,简体资料有来源,https://poe2db.tw/cn/Point_Blank
04 暴击混合防御 · 保留狙击,148,升华,技能速度,AscendancyRanger1Small3,DSH词典待复核,
04 暴击混合防御 · 保留狙击,149,升华,聚风,AscendancyRanger1Notable3,简体资料有来源,https://poe2db.tw/cn/Gathering_Winds
04 暴击混合防御 · 保留狙击,150,升华,投射物伤害,AscendancyRanger1Small8,DSH词典待复核,
04 暴击混合防御 · 保留狙击,151,升华,蜃影神射,AscendancyRanger1Notable4,简体资料有来源,https://poe2db.tw/cn/Mirage_Deadeye
04 暴击混合防御 · 保留狙击,152,公共,属性,dexterity85_,DSH词典待复核,
04 暴击混合防御 · 保留狙击,153,公共,属性,dexterity57,DSH词典待复核,
04 暴击混合防御 · 保留狙击,154,公共,属性,attributes74,DSH词典待复核,
04 暴击混合防御 · 保留狙击,155,公共,属性,dexterity15,DSH词典待复核,
04 暴击混合防御 · 保留狙击,156,公共,属性,dexterity14,DSH词典待复核,
04 暴击混合防御 · 保留狙击,157,公共,属性,dexterity87,DSH词典待复核,
04 暴击混合防御 · 保留狙击,158,公共,属性,dexterity8,DSH词典待复核,
04 暴击混合防御 · 保留狙击,159,公共,属性,dexterity3,DSH词典待复核,
04 暴击混合防御 · 保留狙击,160,公共,属性,dexterity16,DSH词典待复核,
04 暴击混合防御 · 保留狙击,161,公共,属性,dexterity18,DSH词典待复核,
04 暴击混合防御 · 保留狙击,162,公共,属性,intelligence10,DSH词典待复核,
04 暴击混合防御 · 保留狙击,163,公共,属性,attributes11,DSH词典待复核,
04 暴击混合防御 · 保留狙击,164,公共,属性,dexterity48,DSH词典待复核,
04 暴击混合防御 · 保留狙击,165,公共,属性,dexterity5,DSH词典待复核,
04 暴击混合防御 · 保留狙击,166,公共,属性,dexterity10,DSH词典待复核,
04 暴击混合防御 · 保留狙击,167,公共,属性,dexterity36,DSH词典待复核,
04 暴击混合防御 · 保留狙击,168,公共,属性,dexterity38,DSH词典待复核,
04 暴击混合防御 · 保留狙击,169,公共,属性,dexterity39,DSH词典待复核,
04 暴击混合防御 · 保留狙击,170,公共,属性,dexterity11,DSH词典待复核,
04 暴击混合防御 · 保留狙击,171,公共,属性,dexterity40,DSH词典待复核,
05 最高配对照 · 无狙击,1,公共,属性,dexterity20,DSH词典待复核,
05 最高配对照 · 无狙击,2,公共,属性,attributes29,DSH词典待复核,
05 最高配对照 · 无狙击,3,公共,属性,dexterity34,DSH词典待复核,
05 最高配对照 · 无狙击,4,公共,属性,dexterity6,DSH词典待复核,
05 最高配对照 · 无狙击,5,公共,迷踪步履,shadow_monk_notable2,简体资料有来源,https://poe2db.tw/cn/Step_Like_Mist
05 最高配对照 · 无狙击,6,公共,闪避和能量护盾,evasion_and_energy_shield27,DSH词典待复核,
05 最高配对照 · 无狙击,7,公共,机警感知,evasion_and_energy_shield35_,DSH词典待复核,
05 最高配对照 · 无狙击,8,公共,闪避和能量护盾,evasion_and_energy_shield26,DSH词典待复核,
05 最高配对照 · 无狙击,9,公共,势如流水,shadow_monk_notable1,简体资料有来源,https://poe2db.tw/cn/Flow_Like_Water
05 最高配对照 · 无狙击,10,公共,闪避,evasion17_,DSH词典待复核,
05 最高配对照 · 无狙击,11,公共,动如脱兔,evasion31,DSH词典待复核,
05 最高配对照 · 无狙击,12,公共,珠宝插槽,jewel_slot1960,DSH词典待复核,
05 最高配对照 · 无狙击,13,公共,属性,dexterity12_,DSH词典待复核,
05 最高配对照 · 无狙击,14,公共,属性,dexterity54,DSH词典待复核,
05 最高配对照 · 无狙击,15,公共,攻击伤害,attack6,DSH词典待复核,
05 最高配对照 · 无狙击,16,公共,攻击伤害和移动速度,attack2,DSH词典待复核,
05 最高配对照 · 无狙击,17,公共,属性,dexterity55,DSH词典待复核,
05 最高配对照 · 无狙击,18,公共,属性,dexterity82_,DSH词典待复核,
05 最高配对照 · 无狙击,19,公共,技能速度,movement_speed5,DSH词典待复核,
05 最高配对照 · 无狙击,20,公共,技能速度,movement_speed4,DSH词典待复核,
05 最高配对照 · 无狙击,21,公共,加速,movement_speed9,DSH词典待复核,
05 最高配对照 · 无狙击,22,公共,属性,dexterity52,DSH词典待复核,
05 最高配对照 · 无狙击,23,公共,属性,dexterity51,DSH词典待复核,
05 最高配对照 · 无狙击,24,公共,属性,attributes10,DSH词典待复核,
05 最高配对照 · 无狙击,25,公共,属性,dexterity50,DSH词典待复核,
05 最高配对照 · 无狙击,26,公共,珠宝插槽,jewel_slot1976,DSH词典待复核,
05 最高配对照 · 无狙击,27,公共,闪避和能量护盾,evasion_and_energy_shield17,DSH词典待复核,
05 最高配对照 · 无狙击,28,公共,光芒万丈,evasion_and_energy_shield15,DSH词典待复核,
05 最高配对照 · 无狙击,29,公共,闪避和能量护盾,evasion_and_energy_shield16,DSH词典待复核,
05 最高配对照 · 无狙击,30,公共,属性,attributes28,DSH词典待复核,
05 最高配对照 · 无狙击,31,公共,属性,intelligence7,DSH词典待复核,
05 最高配对照 · 无狙击,32,公共,珠宝插槽,jewel_slot1961,DSH词典待复核,
05 最高配对照 · 无狙击,33,公共,闪避,azmerianimals38,DSH词典待复核,
05 最高配对照 · 无狙击,34,公共,偏转,azmerianimals40,DSH词典待复核,
05 最高配对照 · 无狙击,35,公共,偏转,azmerianimals41,DSH词典待复核,
05 最高配对照 · 无狙击,36,公共,荒野之豹,azmerianimals42,简体资料有来源,https://poe2db.tw/cn/The_Wild_Cat
05 最高配对照 · 无狙击,37,公共,暴击率,criticals11,DSH词典待复核,
05 最高配对照 · 无狙击,38,公共,溅水白浪,criticals3,DSH词典待复核,
05 最高配对照 · 无狙击,39,公共,暴击率,criticals12,DSH词典待复核,
05 最高配对照 · 无狙击,40,公共,属性,intelligence10,DSH词典待复核,
05 最高配对照 · 无狙击,41,公共,属性,intelligence66,DSH词典待复核,
05 最高配对照 · 无狙击,42,公共,暴击伤害,criticals10,DSH词典待复核,
05 最高配对照 · 无狙击,43,公共,暴击率,criticals17,DSH词典待复核,
05 最高配对照 · 无狙击,44,公共,真实之击,criticals28,DSH词典待复核,
05 最高配对照 · 无狙击,45,公共,暴击伤害,criticals45,DSH词典待复核,
05 最高配对照 · 无狙击,46,公共,直取咽喉,criticals29,DSH词典待复核,
05 最高配对照 · 无狙击,47,公共,暴击伤害,criticals52,DSH词典待复核,
05 最高配对照 · 无狙击,48,公共,心伤,criticals54_,DSH词典待复核,
05 最高配对照 · 无狙击,49,公共,攻击暴击伤害,criticals57_,DSH词典待复核,
05 最高配对照 · 无狙击,50,公共,穿身而过,criticals55_,DSH词典待复核,
05 最高配对照 · 无狙击,51,公共,攻击暴击率,criticals59,DSH词典待复核,
05 最高配对照 · 无狙击,52,公共,心悸,criticals53,简体资料有来源,https://poe2db.tw/cn/Heartstopping
05 最高配对照 · 无狙击,53,公共,属性,attributes27,DSH词典待复核,
05 最高配对照 · 无狙击,54,公共,弓类伤害,bow5,DSH词典待复核,
05 最高配对照 · 无狙击,55,公共,属性,dexterity5,DSH词典待复核,
05 最高配对照 · 无狙击,56,公共,属性,dexterity10,DSH词典待复核,
05 最高配对照 · 无狙击,57,公共,属性,dexterity39,DSH词典待复核,
